1,0,0,0,1,0,0,1,0,0,0,0,0,6.123233995736766e-17,1.0,0.0,30
0,0,1,0,0,1,0,1,0,0,0,0,0,6.123233995736766e-17,1.0,0.0,140
1,0,0,0,1,0,0,1,0,0,0,0,0,6.123233995736766e-17,1.0,0.0,30
1,0,0,0,0,1,0,1,0,0,0,0,0,6.123233995736766e-17,1.0,0.0,80
1,0,0,0,1,0,0,1,0,0,0,0,0,6.123233995736766e-17,1.0,0.0,70
1,0,0,0,1,0,0,1,0,0,0,0,0,-0.08715574274765824,0.9961946980917455,0.0,20
1,0,0,0,0,1,0,1,0,0,0,0,0,-0.08715574274765824,0.9961946980917455,0.0,100
0,0,1,1,0,0,0,1,0,0,0,0,0,-0.08715574274765824,0.9961946980917455,0.0,160
0,1,0,0,0,1,0,1,0,0,0,0,0,-0.08715574274765824,0.9961946980917455,0.0,50
0,1,0,1,0,0,0,1,0,0,0,0,0,-0.08715574274765824,0.9961946980917455,0.0,60
1,0,0,0,0,1,0,1,0,0,0,0,0,-0.08715574274765824,0.9961946980917455,0.0,20
1,0,0,0,1,0,0,1,0,0,0,0,0,-0.08715574274765824,0.9961946980917455,0.0,60
0,0,1,1,0,0,0,1,0,0,0,0,0,-0.08715574274765824,0.9961946980917455,0.0,120
1,0,0,0,1,0,0,1,0,0,0,0,0,-0.08715574274765824,0.9961946980917455,0.0,40
1,0,0,0,1,0,0,1,0,0,0,0,0,-0.08715574274765824,0.9961946980917455,0.0,40
0,1,0,1,0,0,0,1,0,0,0,0,0,-0.08715574274765824,0.9961946980917455,0.0,50
1,0,0,0,1,0,0,1,0,0,0,0,0,-0.08715574274765824,0.9961946980917455,0.0,50
1,0,0,0,1,0,0,1,0,0,0,0,0,-0.08715574274765824,0.9961946980917455,0.0,40
0,0,1,1,0,0,0,1,0,0,0,0,0,-0.08715574274765824,0.9961946980917455,0.0,140
1,0,0,0,0,1,0,1,0,0,0,0,0,-0.08715574274765824,0.9961946980917455,0.0,100
0,1,0,0,0,1,0,1,0,0,0,0,0,-0.1736481776669303,0.984807753012208,0.0,150
1,0,0,0,1,0,0,1,0,0,0,0,0,-0.1736481776669303,0.984807753012208,0.0,30
